date,school_id,enrolled,eligible,normal_prep,weekday,month,week_of_year,is_exam,trip_students,early_dismissal,assembly_students,sports_students,rain_probability,rain_inches,temperature_f,menu_name,menu_popularity,actual_attendance,recent_attendance_7d,recent_attendance_14d,expected_attendance,prepared_meals,served_meals,recoverable_surplus,nonrecoverable_surplus
2024-03-19,lhphs,820,760,730,Tuesday,3,12,0,0,0,0,0,0.6158519283274282,0.7323666664550892,42.121153227298315,Turkey sandwich,0.985,720,695.6,681.8,690,730,713,14,3
2024-03-20,lhphs,820,760,730,Wednesday,3,12,0,85,0,0,0,0.3549245197336188,0.0,43.09714481642432,Veggie pasta,0.955,620,706.8,684.9,698,730,609,82,39
2024-03-21,lhphs,820,760,730,Thursday,3,12,0,0,0,0,0,0.12644347808532372,0.0,38.07942824216036,Beef chili,1.015,704,688.4,678.3,684,730,695,24,11
2024-03-22,lhphs,820,760,730,Friday,3,12,0,0,0,58,0,0.34022759225448834,0.0,48.31406278324601,Cheese pizza,1.075,694,682.0,687.9,684,730,682,39,9
2024-03-25,lhphs,820,760,730,Monday,3,13,0,0,0,0,32,0.3501758304800706,0.0,37.026305420444295,Grain bowl,0.945,664,689.2,691.3,690,730,651,54,25
2024-03-26,lhphs,820,760,730,Tuesday,3,13,0,0,0,0,0,0.18997539214099993,0.0,40.66765892107659,Chicken & rice,1.061,707,680.4,688.0,684,730,698,22,10
2024-03-27,lhphs,820,760,730,Wednesday,3,13,0,0,0,0,0,0.368079099147002,0.0,30.255029074475956,Turkey sandwich,0.985,699,677.8,692.3,684,730,686,36,8
2024-03-28,lhphs,820,760,730,Thursday,3,13,0,0,0,0,0,0.4605725347939532,0.0,38.50578689944887,Veggie pasta,0.955,685,693.6,691.0,693,730,675,37,18
2024-03-29,lhphs,820,760,730,Friday,3,13,0,0,0,0,19,0.4821541222168246,0.0,43.72011064938579,Beef chili,1.015,674,689.8,685.9,688,730,662,46,22
2024-04-01,lhphs,820,760,730,Monday,4,14,0,0,0,0,0,0.26911997630851836,0.0,54.53841417789995,Cheese pizza,1.075,726,685.8,687.5,687,730,714,13,3
2024-04-02,lhphs,820,760,730,Tuesday,4,14,0,0,0,0,0,0.42402719449330684,0.0,63.53178145922396,Grain bowl,0.945,690,698.2,689.3,694,730,677,36,17
2024-04-03,lhphs,820,760,730,Wednesday,4,14,0,0,0,0,0,0.6521976415212198,0.22710343786884685,56.72579214555656,Chicken & rice,1.061,735,694.8,686.3,691,730,728,1,1
2024-04-04,lhphs,820,760,730,Thursday,4,14,0,0,0,0,14,0.34694246038293436,0.0,50.89114141399128,Turkey sandwich,0.985,695,702.0,697.8,700,730,690,33,7
2024-04-05,lhphs,820,760,730,Friday,4,14,0,0,0,0,0,0.3048647449572188,0.0,59.121474636425035,Veggie pasta,0.955,680,704.0,696.9,701,730,672,39,19
2024-04-08,lhphs,820,760,730,Monday,4,15,0,92,0,0,0,0.3887797474544746,0.0,60.61563515059974,Beef chili,1.015,623,705.2,695.5,701,730,617,77,36
2024-04-09,lhphs,820,760,730,Tuesday,4,15,0,0,0,0,0,0.14864032286901058,0.0,50.252753783658264,Cheese pizza,1.075,715,684.6,691.4,687,730,707,19,4
2024-04-10,lhphs,820,760,730,Wednesday,4,15,0,0,0,0,27,0.6365397832008673,0.23380507709283016,50.63306839180742,Grain bowl,0.945,652,689.6,692.2,691,730,646,57,27
2024-04-11,lhphs,820,760,730,Thursday,4,15,1,55,0,56,0,0.25542841840523894,0.0,53.194130695343894,Chicken & rice,1.061,620,673.0,687.5,679,730,612,80,38
2024-04-12,lhphs,820,760,730,Friday,4,15,0,0,0,0,0,0.47523112431831044,0.0,53.063190854907724,Turkey sandwich,0.985,669,658.0,681.0,668,730,660,57,13
2024-04-15,lhphs,820,760,730,Monday,4,16,0,0,0,0,0,0.44127173760486627,0.0,47.75539227830335,Veggie pasta,0.955,694,655.8,680.5,666,730,687,29,14
2024-04-16,lhphs,820,760,730,Tuesday,4,16,0,0,0,0,19,0.489228484756332,0.0,61.02509074843207,Beef chili,1.015,695,670.0,677.3,673,730,686,30,14
2024-04-17,lhphs,820,760,730,Wednesday,4,16,0,0,0,0,0,0.34552621999153527,0.0,57.480057503743694,Cheese pizza,1.075,710,666.0,677.8,671,730,702,23,5
2024-04-18,lhphs,820,760,730,Thursday,4,16,0,0,0,0,0,0.44746943232366476,0.0,50.25742316608403,Grain bowl,0.945,694,677.6,675.3,677,730,684,31,15
2024-04-19,lhphs,820,760,730,Friday,4,16,0,0,0,0,0,0.37737623435296785,0.0,67.49729015925787,Chicken & rice,1.061,705,692.4,675.2,685,730,697,22,11
2024-04-22,lhphs,820,760,730,Monday,4,17,0,0,0,0,0,0.5525821391369647,0.048482848878076586,53.840926811764156,Turkey sandwich,0.985,712,699.6,677.7,690,730,702,23,5
2024-04-23,lhphs,820,760,730,Tuesday,4,17,0,0,0,0,0,0.4316393347900076,0.0,52.89313225099215,Veggie pasta,0.955,713,703.2,686.6,696,730,706,16,8
2024-04-24,lhphs,820,760,730,Wednesday,4,17,0,0,0,0,0,0.37114285769664246,0.0,56.82361726648983,Beef chili,1.015,671,706.8,686.4,698,730,660,48,22
2024-04-25,lhphs,820,760,730,Thursday,4,17,1,0,0,0,0,0.4582100181359254,0.0,53.89760071538231,Cheese pizza,1.075,699,699.0,688.3,695,730,691,32,7
2024-04-26,lhphs,820,760,730,Friday,4,17,0,0,1,0,0,0.6578462416383648,0.13156119565937668,52.212068679774426,Grain bowl,0.945,610,700.0,696.2,698,730,605,85,40
2024-04-29,lhphs,820,760,730,Monday,4,18,0,0,0,0,0,0.3722030155216327,0.0,50.58169872684727,Chicken & rice,1.061,717,681.0,690.3,685,730,705,17,8
2024-04-30,lhphs,820,760,730,Tuesday,4,18,1,0,0,0,0,0.22266039240161417,0.0,59.648117639641995,Turkey sandwich,0.985,657,682.0,692.6,686,730,648,67,15
2024-05-01,lhphs,820,760,730,Wednesday,5,18,0,0,0,0,0,0.5992555852095567,0.4903682390366009,59.851502176077126,Veggie pasta,0.955,684,670.8,688.8,678,730,673,39,18
2024-05-02,lhphs,820,760,730,Thursday,5,18,0,0,0,92,0,0.5810179611450799,0.8956956873995585,57.9109795919146,Beef chili,1.015,679,673.4,686.2,679,730,668,42,20
2024-05-03,lhphs,820,760,730,Friday,5,18,0,0,0,0,0,0.3549511155485116,0.0,75.36837024629112,Cheese pizza,1.075,697,669.4,684.7,676,730,691,32,7
2024-05-06,lhphs,820,760,730,Monday,5,19,0,0,0,0,0,0.247660325117717,0.0,66.12855688595309,Grain bowl,0.945,692,686.8,683.9,686,730,686,30,14
2024-05-07,lhphs,820,760,730,Tuesday,5,19,0,0,0,0,0,0.3522907862362794,0.0,61.36771758660195,Chicken & rice,1.061,727,681.8,681.9,682,730,718,8,4
2024-05-08,lhphs,820,760,730,Wednesday,5,19,0,0,0,0,0,0.4999889592142927,0.0,61.37751978370198,Turkey sandwich,0.985,699,695.8,683.3,691,730,688,34,8
2024-05-09,lhphs,820,760,730,Thursday,5,19,0,0,0,0,0,0.5208594203086034,0.0,50.433282680061126,Veggie pasta,0.955,691,698.8,686.1,693,730,680,34,16
2024-05-10,lhphs,820,760,730,Friday,5,19,0,0,0,0,0,0.6686639172538426,0.5183408902954626,66.95116274647701,Beef chili,1.015,658,701.2,685.3,695,730,653,52,25
2024-05-13,lhphs,820,760,730,Monday,5,20,0,0,0,0,0,0.40023164048589976,0.0,58.05486378091906,Cheese pizza,1.075,712,693.4,690.1,692,730,705,20,5
2024-05-14,lhphs,820,760,730,Tuesday,5,20,0,0,0,0,0,0.5104236162469841,0.0,62.99253565093359,Grain bowl,0.945,702,697.4,689.6,694,730,697,22,11
2024-05-15,lhphs,820,760,730,Wednesday,5,20,0,99,0,0,0,0.4428248751877116,0.0,65.7990260024028,Chicken & rice,1.061,631,692.4,694.1,693,730,618,76,36
2024-05-16,lhphs,820,760,730,Thursday,5,20,0,62,0,0,26,0.2024540231112934,0.0,63.62637844616214,Turkey sandwich,0.985,627,678.8,688.8,683,730,614,95,21
2024-05-17,lhphs,820,760,730,Friday,5,20,0,0,0,0,0,0.31110625850626106,0.0,56.904312011770855,Veggie pasta,0.955,677,666.0,683.6,673,730,672,39,19
2024-05-20,lhphs,820,760,730,Monday,5,21,0,0,0,0,0,0.5179188283901188,0.0,67.52673561720152,Beef chili,1.015,715,669.8,681.6,675,730,708,15,7
2024-05-21,lhphs,820,760,730,Tuesday,5,21,0,0,0,0,20,0.5085159936091883,0.0,60.774011291309165,Cheese pizza,1.075,727,670.4,683.9,676,730,717,11,2
2024-05-22,lhphs,820,760,730,Wednesday,5,21,0,0,0,0,0,0.5356722730385997,0.0,58.17111800875965,Grain bowl,0.945,689,675.4,683.9,679,730,684,31,15
2024-05-23,lhphs,820,760,730,Thursday,5,21,0,89,0,0,0,0.4891544586574183,0.0,59.97781272473121,Chicken & rice,1.061,650,687.0,682.9,685,730,640,61,29
2024-05-24,lhphs,820,760,730,Friday,5,21,0,0,0,0,0,0.41907793516598063,0.0,64.2844290917738,Turkey sandwich,0.985,699,691.6,678.8,686,730,693,30,7
2024-05-27,lhphs,820,760,730,Monday,5,22,0,0,0,0,0,0.5360162631616382,0.0,66.89139319769521,Veggie pasta,0.955,705,696.0,682.9,690,730,696,23,11
2024-05-28,lhphs,820,760,730,Tuesday,5,22,0,0,0,0,0,0.1786080005799854,0.0,59.004823589032604,Beef chili,1.015,722,694.0,682.2,689,730,713,12,5
2024-05-29,lhphs,820,760,730,Wednesday,5,22,0,0,0,0,0,0.24816768050185603,0.0,57.84929481813656,Cheese pizza,1.075,726,693.0,684.2,689,730,715,12,3
2024-05-30,lhphs,820,760,730,Thursday,5,22,0,0,0,0,30,0.4657219944796235,0.0,68.66069916571465,Grain bowl,0.945,672,700.4,693.7,698,730,661,47,22
2024-05-31,lhphs,820,760,730,Friday,5,22,0,119,0,0,0,0.14871998194024078,0.0,64.91845132111858,Chicken & rice,1.061,586,704.8,698.2,702,730,581,101,48
2024-06-03,lhphs,820,760,730,Monday,6,23,0,0,0,0,17,0.2828047281340689,0.0,75.60646873159902,Turkey sandwich,0.985,705,682.2,689.1,685,730,693,30,7
2024-06-04,lhphs,820,760,730,Tuesday,6,23,1,0,0,0,0,0.254029219280887,0.0,73.91594121533727,Veggie pasta,0.955,654,682.2,688.1,685,730,643,59,28
2024-06-05,lhphs,820,760,730,Wednesday,6,23,0,0,0,0,0,0.2871655826866522,0.0,72.98053632882956,Beef chili,1.015,685,668.6,680.8,674,730,673,39,18
2024-06-06,lhphs,820,760,730,Thursday,6,23,0,0,0,159,0,0.23719281074333975,0.0,77.30155248299019,Cheese pizza,1.075,686,660.4,680.4,669,730,676,44,10
2024-06-07,lhphs,820,760,730,Friday,6,23,0,0,0,0,0,0.5223583309206768,0.0,70.0810375917739,Grain bowl,0.945,681,663.2,684.0,672,730,675,37,18
2024-06-10,lhphs,820,760,730,Monday,6,24,0,0,0,0,0,0.5873766312696018,1.0273261822350455,68.23235234546294,Chicken & rice,1.061,705,682.2,682.2,682,730,692,26,12
2024-06-11,lhphs,820,760,730,Tuesday,6,24,0,0,0,0,0,0.5127636123303476,0.0,72.46176440199793,Turkey sandwich,0.985,701,682.2,682.2,682,730,688,34,8
2024-06-12,lhphs,820,760,730,Wednesday,6,24,1,0,0,0,0,0.3489826656079268,0.0,73.99997301104789,Veggie pasta,0.955,658,691.6,680.1,687,730,652,53,25
2024-06-13,lhphs,820,760,730,Thursday,6,24,1,99,0,0,0,0.4987395659702677,0.0,80.07239238598444,Beef chili,1.015,609,686.2,673.3,681,730,600,88,42
2024-06-14,lhphs,820,760,730,Friday,6,24,0,0,0,0,0,0.327863230425388,0.0,75.33766601351428,Cheese pizza,1.075,703,670.8,667.0,669,730,694,30,6
2024-06-17,lhphs,820,760,730,Monday,6,25,0,0,0,0,0,0.38151358269666547,0.0,69.29202114131608,Grain bowl,0.945,683,675.2,678.7,677,730,670,41,19
2024-06-18,lhphs,820,760,730,Tuesday,6,25,0,0,0,0,0,0.8118142762196451,0.22499045008208476,72.27979497086153,Chicken & rice,1.061,705,670.8,676.5,673,730,697,22,11
2024-06-19,lhphs,820,760,730,Wednesday,6,25,0,0,0,0,0,0.8697189366174808,0.24032153540087203,65.66265936194006,Turkey sandwich,0.985,709,671.6,681.6,676,730,702,23,5
2024-06-20,lhphs,820,760,730,Thursday,6,25,0,0,0,0,0,0.7174121646407633,1.2017639881876563,68.04127070935223,Veggie pasta,0.955,648,681.8,684.0,683,730,636,64,30
2024-06-21,lhphs,820,760,730,Friday,6,25,0,0,0,0,0,0.904896666969117,0.19487556208707235,71.59129501828588,Beef chili,1.015,680,689.6,680.2,686,730,675,37,18
2024-06-24,lhphs,820,760,730,Monday,6,26,0,0,0,0,0,0.2881300006273422,0.0,56.30820756639373,Cheese pizza,1.075,722,685.0,680.1,683,730,714,13,3
2024-06-25,lhphs,820,760,730,Tuesday,6,26,0,0,0,0,37,0.4444751245658183,0.0,76.20096942078374,Grain bowl,0.945,677,692.8,681.8,688,730,672,39,19
2024-06-26,lhphs,820,760,730,Wednesday,6,26,0,0,0,0,0,0.4940508171172112,0.0,68.51941450987509,Chicken & rice,1.061,702,687.2,679.4,684,730,689,28,13
2024-06-27,lhphs,820,760,730,Thursday,6,26,0,0,0,0,0,0.490403220905966,0.0,65.88633421328142,Turkey sandwich,0.985,673,685.8,683.8,685,730,663,55,12
2024-06-28,lhphs,820,760,730,Friday,6,26,0,0,0,0,0,0.6870188355243064,3.2930903954026047,71.41655894660744,Veggie pasta,0.955,635,690.8,690.2,691,730,624,72,34
2024-08-01,lhphs,820,760,730,Thursday,8,31,0,0,0,0,0,0.16564189509939414,0.0,75.29325087478253,Beef chili,1.015,708,681.8,683.4,682,730,702,19,9
2024-08-02,lhphs,820,760,730,Friday,8,31,0,0,0,0,0,0.1891960151808177,0.0,74.6515363339034,Cheese pizza,1.075,706,679.0,685.9,682,730,700,25,5
2024-08-05,lhphs,820,760,730,Monday,8,32,0,0,0,0,0,0.28242738990453686,0.0,66.58080130685288,Grain bowl,0.945,704,684.8,686.0,685,730,694,24,12
2024-08-06,lhphs,820,760,730,Tuesday,8,32,0,0,0,0,0,0.780121209016471,0.7954578435287518,69.87031746137654,Chicken & rice,1.061,716,685.2,685.5,685,730,703,18,9
2024-08-07,lhphs,820,760,730,Wednesday,8,32,0,0,0,0,0,0.4320794255686999,0.0,59.72502345560636,Turkey sandwich,0.985,707,693.8,692.3,693,730,694,30,6
2024-08-08,lhphs,820,760,730,Thursday,8,32,0,0,0,0,0,0.49524883721745033,0.0,76.14366857000255,Veggie pasta,0.955,679,708.2,695.0,703,730,669,41,20
2024-08-09,lhphs,820,760,730,Friday,8,32,0,0,0,0,0,0.20184363171331154,0.0,72.41218549725419,Beef chili,1.015,671,702.4,690.7,697,730,666,44,20
2024-08-12,lhphs,820,760,730,Monday,8,33,0,0,0,0,0,0.38896119632283005,0.0,66.83761809873864,Cheese pizza,1.075,741,695.4,690.1,693,730,730,0,0
2024-08-13,lhphs,820,760,730,Tuesday,8,33,1,31,0,0,0,0.5278392673985144,0.0,66.09189876953673,Grain bowl,0.945,619,702.8,694.0,699,730,613,80,37
2024-08-14,lhphs,820,760,730,Wednesday,8,33,0,0,0,0,0,0.3750814040969544,0.0,60.40298758000108,Chicken & rice,1.061,729,683.4,688.6,686,730,721,6,3
2024-08-15,lhphs,820,760,730,Thursday,8,33,0,0,0,0,0,0.40001953355687037,0.0,74.67516915454874,Turkey sandwich,0.985,684,687.8,698.0,692,730,677,43,10
2024-08-16,lhphs,820,760,730,Friday,8,33,0,0,0,0,0,0.6359151707448966,0.8874401767929752,69.69695760153505,Veggie pasta,0.955,659,688.8,695.6,692,730,646,57,27
2024-08-19,lhphs,820,760,730,Monday,8,34,0,0,0,0,0,0.17592581204790236,0.0,67.00149365909907,Beef chili,1.015,717,686.4,690.9,688,730,712,12,6
2024-08-20,lhphs,820,760,730,Tuesday,8,34,0,0,0,0,0,0.4305383296485445,0.0,78.58150607209015,Cheese pizza,1.075,716,681.6,692.2,686,730,703,22,5
2024-08-21,lhphs,820,760,730,Wednesday,8,34,0,0,0,0,0,0.20001842239894252,0.0,69.12423436385609,Grain bowl,0.945,696,701.0,692.2,697,730,685,31,14
2024-08-22,lhphs,820,760,730,Thursday,8,34,0,0,0,0,0,0.27334537131221404,0.0,67.06517007160656,Chicken & rice,1.061,717,694.4,691.1,693,730,711,13,6
2024-08-23,lhphs,820,760,730,Friday,8,34,0,0,1,0,0,0.39257404892525627,0.0,58.97468013065262,Turkey sandwich,0.985,633,701.0,694.9,698,730,625,86,19
2024-08-26,lhphs,820,760,730,Monday,8,35,0,0,0,0,0,0.19812304085562388,0.0,72.89807027540327,Veggie pasta,0.955,692,695.8,691.1,694,730,686,30,14
2024-08-27,lhphs,820,760,730,Tuesday,8,35,0,0,0,0,0,0.7781562983249657,1.6388436415066434,69.4413438257935,Beef chili,1.015,680,690.8,686.2,689,730,672,39,19
2024-08-28,lhphs,820,760,730,Wednesday,8,35,0,29,0,0,0,0.39640378942949084,0.0,80.11484415401523,Cheese pizza,1.075,698,683.6,692.3,687,730,686,36,8
2024-08-29,lhphs,820,760,730,Thursday,8,35,0,0,0,0,0,0.4367615503113655,0.0,72.52644461858412,Grain bowl,0.945,680,684.0,689.2,686,730,671,40,19
2024-08-30,lhphs,820,760,730,Friday,8,35,0,0,0,0,0,0.5424381306093246,0.0,75.39044065549088,Chicken & rice,1.061,687,676.6,688.8,682,730,676,37,17
2024-09-02,lhphs,820,760,730,Monday,9,36,0,0,0,0,0,0.16389442538833077,0.0,71.01941208189012,Turkey sandwich,0.985,715,687.4,691.6,689,730,710,16,4
2024-09-03,lhphs,820,760,730,Tuesday,9,36,0,0,0,0,0,0.5214988989573598,0.0,68.87295757821707,Veggie pasta,0.955,676,692.0,691.4,692,730,665,44,21
2024-09-04,lhphs,820,760,730,Wednesday,9,36,0,0,0,0,0,0.8152524939663724,3.0324722229788215,62.812775235066546,Beef chili,1.015,688,691.2,687.4,690,730,675,37,18
2024-09-05,lhphs,820,760,730,Thursday,9,36,0,0,0,0,0,0.565986607921015,0.6024242050156225,66.60629890896362,Cheese pizza,1.075,696,689.2,686.6,688,730,683,39,8
2024-09-06,lhphs,820,760,730,Friday,9,36,0,0,0,0,0,0.6328366802819625,0.18355964148314133,67.97628671431232,Grain bowl,0.945,677,692.4,684.5,689,730,669,41,20
2024-09-09,lhphs,820,760,730,Monday,9,37,0,0,0,0,0,0.3074095065135543,0.0,57.49585860599339,Chicken & rice,1.061,725,690.4,688.9,690,730,713,12,5
2024-09-10,lhphs,820,760,730,Tuesday,9,37,0,0,0,0,0,0.2702053902328281,0.0,66.329325038746,Turkey sandwich,0.985,705,692.4,692.2,692,730,698,26,6
2024-09-11,lhphs,820,760,730,Wednesday,9,37,0,0,0,0,0,0.1964272641317574,0.0,46.771305435387305,Veggie pasta,0.955,689,698.2,694.7,697,730,678,35,17
2024-09-12,lhphs,820,760,730,Thursday,9,37,0,0,0,0,0,0.18733609669114182,0.0,68.09468101754915,Beef chili,1.015,676,698.4,693.8,696,730,664,45,21
2024-09-13,lhphs,820,760,730,Friday,9,37,0,0,0,0,0,0.3865087628062143,0.0,63.29004209192456,Cheese pizza,1.075,708,694.4,693.4,694,730,696,28,6
2024-09-16,lhphs,820,760,730,Monday,9,38,0,0,0,0,0,0.323797872083901,0.0,68.78154902563132,Grain bowl,0.945,685,700.6,695.5,698,730,680,34,16
2024-09-17,lhphs,820,760,730,Tuesday,9,38,0,102,0,0,0,0.21424913052461006,0.0,68.06810194549416,Chicken & rice,1.061,628,692.6,692.5,693,730,617,77,36
2024-09-18,lhphs,820,760,730,Wednesday,9,38,0,0,0,0,0,0.3184176819794323,0.0,66.7114605021051,Turkey sandwich,0.985,701,677.2,687.7,682,730,694,30,6
2024-09-19,lhphs,820,760,730,Thursday,9,38,0,0,0,0,0,0.165637006404232,0.0,77.5625281000687,Veggie pasta,0.955,692,679.6,689.0,684,730,682,33,15
2024-09-20,lhphs,820,760,730,Friday,9,38,0,0,0,0,0,0.6967948768527957,1.7660335583342122,69.34988555614409,Beef chili,1.015,646,682.8,688.6,685,730,636,64,30
2024-09-23,lhphs,820,760,730,Monday,9,39,0,0,0,0,16,0.3846237032155052,0.0,67.53544421788548,Cheese pizza,1.075,717,670.4,685.5,677,730,707,19,4
2024-09-24,lhphs,820,760,730,Tuesday,9,39,0,0,0,0,0,0.3958385842179569,0.0,57.722508769418006,Grain bowl,0.945,704,676.8,684.7,680,730,694,24,12
2024-09-25,lhphs,820,760,730,Wednesday,9,39,0,71,0,0,0,0.4117589257750186,0.0,68.4087456572446,Chicken & rice,1.061,628,692.0,684.6,689,730,620,75,35
2024-09-26,lhphs,820,760,730,Thursday,9,39,0,0,0,0,47,0.25579887112242844,0.0,65.71852151685998,Turkey sandwich,0.985,670,677.4,678.5,678,730,658,59,13
2024-09-27,lhphs,820,760,730,Friday,9,39,0,0,0,0,0,0.7369991573457301,1.0301240002994747,64.80701781229364,Veggie pasta,0.955,672,673.0,677.9,675,730,661,47,22
2024-09-30,lhphs,820,760,730,Monday,9,40,1,0,0,0,0,0.23171423639054842,0.0,70.07129225203958,Beef chili,1.015,669,678.2,674.3,677,730,664,45,21
2024-10-01,lhphs,820,760,730,Tuesday,10,40,0,0,0,0,0,0.1808872865193689,0.0,47.81604187377977,Cheese pizza,1.075,745,668.6,672.7,670,730,730,0,0
2024-10-02,lhphs,820,760,730,Wednesday,10,40,0,0,0,0,0,0.39237553966192107,0.0,57.243903730265586,Grain bowl,0.945,689,676.8,684.4,680,730,677,36,17
2024-10-03,lhphs,820,760,730,Thursday,10,40,0,0,0,0,0,0.35051561082564264,0.0,62.695452958712735,Chicken & rice,1.061,720,689.0,683.2,687,730,713,12,5
2024-10-04,lhphs,820,760,730,Friday,10,40,0,0,0,0,15,0.4805990567208478,0.0,61.19438173582317,Turkey sandwich,0.985,683,699.0,686.0,694,730,678,43,9
2024-10-07,lhphs,820,760,730,Monday,10,41,0,0,0,0,0,0.5970285554911833,0.7343069603800023,56.25424977964889,Veggie pasta,0.955,683,701.2,689.7,696,730,670,41,19
2024-10-08,lhphs,820,760,730,Tuesday,10,41,0,0,0,0,0,0.12724643467196176,0.0,57.50602565998551,Beef chili,1.015,696,704.0,686.3,697,730,690,27,13
2024-10-09,lhphs,820,760,730,Wednesday,10,41,0,0,0,87,0,0.29134965427462856,0.0,58.42382829468744,Cheese pizza,1.075,693,694.2,685.5,691,730,684,38,8
2024-10-10,lhphs,820,760,730,Thursday,10,41,0,91,0,0,0,0.09150882795937515,0.0,61.111580737717595,Grain bowl,0.945,601,695.0,692.0,694,730,590,95,45
2024-10-11,lhphs,820,760,730,Friday,10,41,1,0,0,0,0,0.40436788974621724,0.0,66.34940420142739,Chicken & rice,1.061,652,671.2,685.1,677,730,645,58,27
2024-10-14,lhphs,820,760,730,Monday,10,42,0,0,0,0,0,0.20554103911559288,0.0,53.85009301897441,Turkey sandwich,0.985,705,665.0,683.1,673,730,700,25,5
2024-10-15,lhphs,820,760,730,Tuesday,10,42,0,0,0,0,0,0.16172808266531857,0.0,51.09616996442695,Veggie pasta,0.955,688,669.4,686.7,677,730,676,37,17
2024-10-16,lhphs,820,760,730,Wednesday,10,42,0,0,0,0,0,0.48504549141454284,0.0,54.162992807056334,Beef chili,1.015,704,667.8,681.0,673,730,695,24,11
2024-10-17,lhphs,820,760,730,Thursday,10,42,1,97,0,0,0,0.5199630597909788,0.0,52.629140084247666,Cheese pizza,1.075,624,670.0,682.5,675,730,614,95,21
2024-10-18,lhphs,820,760,730,Friday,10,42,0,0,0,0,0,0.3267210317352291,0.0,55.789523124284905,Grain bowl,0.945,659,674.6,672.9,674,730,654,52,24
2024-10-21,lhphs,820,760,730,Monday,10,43,0,0,0,0,0,0.08609508978090052,0.0,53.604755840264396,Chicken & rice,1.061,695,676.0,670.5,674,730,686,30,14
2024-10-22,lhphs,820,760,730,Tuesday,10,43,0,0,0,0,0,0.4573396417638315,0.0,54.899694311080964,Turkey sandwich,0.985,705,674.0,671.7,673,730,700,25,5
2024-10-23,lhphs,820,760,730,Wednesday,10,43,0,0,0,0,20,0.48100358726577486,0.0,57.05193294477867,Veggie pasta,0.955,681,677.4,672.6,675,730,669,41,20
2024-10-24,lhphs,820,760,730,Thursday,10,43,0,0,0,0,0,0.6467359391755343,0.4940931481269573,54.310123777627595,Beef chili,1.015,678,672.8,671.4,672,730,670,41,19
2024-10-25,lhphs,820,760,730,Friday,10,43,0,0,0,0,0,0.5298069744252903,0.0,47.617235840734736,Cheese pizza,1.075,703,683.6,679.1,682,730,693,30,7
2024-10-28,lhphs,820,760,730,Monday,10,44,0,0,0,0,0,0.5752951848453741,0.21153864430449681,45.20538867488745,Grain bowl,0.945,690,692.4,684.2,689,730,681,33,16
2024-10-29,lhphs,820,760,730,Tuesday,10,44,0,0,0,0,0,0.6270457566527773,0.3435250988204326,46.77439415558897,Chicken & rice,1.061,698,691.4,682.7,688,730,687,29,14
2024-10-30,lhphs,820,760,730,Wednesday,10,44,0,26,0,0,0,0.07391781494438976,0.0,66.60230970867929,Turkey sandwich,0.985,675,690.0,683.7,687,730,669,50,11
2024-10-31,lhphs,820,760,730,Thursday,10,44,0,0,0,0,0,0.45546945208985656,0.0,57.319003607398265,Veggie pasta,0.955,687,688.8,680.8,685,730,682,33,15
2024-11-01,lhphs,820,760,730,Friday,11,44,0,0,0,0,0,0.46725925499393517,0.0,27.624483039839184,Beef chili,1.015,717,690.6,687.1,689,730,709,14,7
2024-11-04,lhphs,820,760,730,Monday,11,45,0,47,0,0,0,0.4161646826211052,0.0,55.067162411568106,Cheese pizza,1.075,693,693.4,692.9,693,730,688,34,8
2024-11-05,lhphs,820,760,730,Tuesday,11,45,0,0,0,0,0,0.24532164139797638,0.0,48.73926481429711,Grain bowl,0.945,700,694.0,692.7,693,730,693,25,12
2024-11-06,lhphs,820,760,730,Wednesday,11,45,0,0,0,0,0,0.41348796608930294,0.0,44.220229881180195,Chicken & rice,1.061,692,694.4,692.2,693,730,685,31,14
2024-11-07,lhphs,820,760,730,Thursday,11,45,1,0,0,0,0,0.36679122634543504,0.0,46.81355733486293,Turkey sandwich,0.985,648,697.8,693.3,696,730,639,75,16
2024-11-08,lhphs,820,760,730,Friday,11,45,0,0,0,0,0,0.08660780166374599,0.0,40.03672735613551,Veggie pasta,0.955,673,690.0,690.3,690,730,661,47,22
2024-11-11,lhphs,820,760,730,Monday,11,46,0,0,0,0,0,0.2939486237643054,0.0,47.67318007312794,Beef chili,1.015,719,681.2,687.3,684,730,713,12,5
2024-11-12,lhphs,820,760,730,Tuesday,11,46,0,0,0,0,0,0.14798003909774904,0.0,39.18643160772434,Cheese pizza,1.075,702,686.4,690.2,688,730,690,33,7
2024-11-13,lhphs,820,760,730,Wednesday,11,46,0,0,0,0,0,0.3864217210258539,0.0,42.4518079307247,Grain bowl,0.945,703,686.8,690.6,688,730,692,26,12
2024-11-14,lhphs,820,760,730,Thursday,11,46,0,0,0,0,0,0.22598579378386738,0.0,27.94947557207002,Chicken & rice,1.061,721,689.0,693.4,691,730,710,14,6
2024-11-15,lhphs,820,760,730,Friday,11,46,0,0,0,0,0,0.2856727902191287,0.0,52.70829001271897,Turkey sandwich,0.985,670,703.6,696.8,701,730,663,55,12
2024-11-18,lhphs,820,760,730,Monday,11,47,0,0,0,0,0,0.15250268805450995,0.0,38.74029130357514,Veggie pasta,0.955,686,703.0,692.1,698,730,676,37,17
2024-11-19,lhphs,820,760,730,Tuesday,11,47,0,0,0,0,0,0.3120531576262118,0.0,42.064660468550265,Beef chili,1.015,716,696.4,691.4,694,730,709,14,7
